City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,Successful
Chandigarh,Sector 8,76.81895847500002,28.857504925,"Desserts, American",600,Indian Rupees(Rs.),0,0.0,2.0,4.0,244,0
Chennai,Adyar,77.56519527499998,28.271777325000002,"European, Italian, Desserts",800,Indian Rupees(Rs.),0,1.0,2.0,4.2,244,0
Chennai,Anna Nagar East,77.56519527499998,28.271777325000002,"North Indian, Chinese, Arabian",800,Indian Rupees(Rs.),0,1.0,2.0,3.8,244,0
Chennai,Anna Nagar East,77.56519527499998,28.271777325000002,"Continental, Cafe, Italian, Desserts",750,Indian Rupees(Rs.),0,1.0,2.0,4.4,244,0
Chennai,Ashok Nagar,77.56519527499998,28.271777325000002,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),0,1.0,2.0,4.2,244,0
Chennai,"Express Avenue Mall,  Royapettah",77.56519527499998,28.271777325000002,"Mexican, American, Tex-Mex, Burger",1300,Indian Rupees(Rs.),0,1.0,3.0,4.8,244,0
Chennai,Gopalapuram,77.56519527499998,28.271777325000002,"Cafe, European",450,Indian Rupees(Rs.),0,1.0,1.0,4.2,191,0
Chennai,Kilpauk,77.56519527499998,28.271777325000002,Italian,350,Indian Rupees(Rs.),0,0.0,1.0,4.6,244,0
Chennai,Kotturpuram,77.56519527499998,28.271777325000002,"Cafe, Continental",1100,Indian Rupees(Rs.),0,0.0,3.0,4.1,244,0
Chennai,Mylapore,77.56519527499998,28.271777325000002,"Italian, Mexican, Chinese, Thai, North Indian",1300,Indian Rupees(Rs.),0,1.0,3.0,4.0,244,0
Chennai,Nungambakkam,77.56519527499998,28.271777325000002,North Indian,1200,Indian Rupees(Rs.),0,1.0,3.0,4.6,244,0
Chennai,Nungambakkam,77.56519527499998,28.271777325000002,"South Indian, Chettinad",1000,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Chennai,Perungudi,77.56519527499998,28.271777325000002,"Biryani, North Indian",900,Indian Rupees(Rs.),0,1.0,2.0,3.8,244,0
Chennai,RA Puram,77.56519527499998,28.271777325000002,"European, Cafe, Italian",1200,Indian Rupees(Rs.),0,1.0,3.0,4.3,244,0
Chennai,Ramapuram,77.56519527499998,28.271777325000002,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),0,1.0,2.0,4.4,244,0
Chennai,Santhome,77.56519527499998,28.271777325000002,"North Indian, Mughlai, Chinese, South Indian",850,Indian Rupees(Rs.),0,1.0,2.0,4.3,244,0
Chennai,T. Nagar,77.56519527499998,28.271777325000002,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1300,Indian Rupees(Rs.),0,1.0,3.0,4.5,244,0
Chennai,T. Nagar,77.56519527499998,28.271777325000002,"North Indian, Continental",1300,Indian Rupees(Rs.),0,0.0,3.5,4.4,244,0
Chennai,Velachery,77.56519527499998,28.271777325000002,"North Indian, European, Mediterranean",1300,Indian Rupees(Rs.),0,0.0,3.0,4.9,244,0
Chennai,Velachery,77.56519527499998,28.271777325000002,"North Indian, Mediterranean, Asian, Arabian",1300,Indian Rupees(Rs.),0,0.0,3.0,4.6,244,0
Chennai,Velachery,77.56519527499998,28.271777325000002,"North Indian, Chinese",900,Indian Rupees(Rs.),0,0.0,2.0,4.0,244,0
Coimbatore,Gandhipuram,76.9720757,28.271777325000002,"Cafe, Continental, Fast Food",800,Indian Rupees(Rs.),0,1.0,3.0,4.6,202,0
Coimbatore,Peelamedu,76.995667,28.271777325000002,"South Indian, Chettinad, North Indian",600,Indian Rupees(Rs.),0,0.0,2.0,3.9,244,0
Coimbatore,Peelamedu,77.015393,28.271777325000002,Cafe,400,Indian Rupees(Rs.),0,1.0,2.0,3.8,124,0
Coimbatore,Peelamedu,77.00700302,28.271777325000002,Pizza,600,Indian Rupees(Rs.),0,1.0,2.0,3.5,244,0
Coimbatore,Peelamedu,76.99959444,28.271777325000002,Fast Food,500,Indian Rupees(Rs.),0,0.0,2.0,4.3,147,0
Coimbatore,Peelamedu,76.99501667,28.271777325000002,Chinese,1200,Indian Rupees(Rs.),0,1.0,3.0,4.1,243,0
Coimbatore,Podanur,76.971082,28.271777325000002,"Continental, Fast Food, Desserts, Indian",450,Indian Rupees(Rs.),0,0.0,2.0,3.8,24,0
Coimbatore,Race Course,76.976268,28.271777325000002,"South Indian, Biryani",350,Indian Rupees(Rs.),0,0.0,2.0,4.5,244,0
Coimbatore,Race Course,76.98431119,28.271777325000002,"Continental, Chinese, Thai, Malaysian, North Indian",1200,Indian Rupees(Rs.),0,0.0,3.0,3.8,221,0
Coimbatore,Race Course,76.9754397,28.271777325000002,"North Indian, Continental",700,Indian Rupees(Rs.),0,1.0,2.0,3.9,85,0
Coimbatore,Race Course,76.98624135,28.271777325000002,"Parsi, North Indian",1200,Indian Rupees(Rs.),0,0.0,3.0,4.2,40,0
Coimbatore,Race Course,76.98187642,28.271777325000002,"Cafe, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,4.0,132,0
Coimbatore,Race Course,76.97649444,28.271777325000002,"North Indian, Chinese, Italian, Mexican",1000,Indian Rupees(Rs.),0,0.0,3.0,4.0,203,0
Coimbatore,Race Course,76.975525,28.271777325000002,"Italian, North Indian, Desserts",1300,Indian Rupees(Rs.),0,0.0,3.5,4.0,215,0
Coimbatore,RS Puram,76.95173611,28.271777325000002,"South Indian, North Indian, Chinese",400,Indian Rupees(Rs.),0,0.0,2.0,4.3,225,0
Coimbatore,RS Puram,76.95295,28.271777325000002,"North Indian, Biryani",1300,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Coimbatore,Saibaba Colony,76.94465239,28.271777325000002,"Bakery, Desserts",350,Indian Rupees(Rs.),0,1.0,2.0,4.9,200,0
Coimbatore,Saibaba Colony,76.940432,28.271777325000002,"North Indian, Chinese, Street Food",700,Indian Rupees(Rs.),0,0.0,2.0,4.2,221,0
Coimbatore,"SMS Hotel, Peelamedu",76.9983492,28.271777325000002,"Desserts, Ice Cream",300,Indian Rupees(Rs.),0,0.0,1.0,4.3,161,0
Coimbatore,Town Hall,76.96330278,28.271777325000002,"North Indian, European, Mediterranean",1300,Indian Rupees(Rs.),0,0.0,3.0,4.4,244,0
Dehradun,Chukkuwala,76.81895847500002,28.271777325000002,"North Indian, Chinese",800,Indian Rupees(Rs.),0,0.0,3.0,3.6,102,0
Dehradun,Chukkuwala,76.81895847500002,28.271777325000002,"South Indian, North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,3.0,3.8,115,0
Dehradun,Hathibarkala Salwala,77.56519527499998,28.857504925,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,Indian Rupees(Rs.),0,0.0,3.0,3.9,141,0
Dehradun,Hathibarkala Salwala,77.56519527499998,28.857504925,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),0,0.0,3.5,3.9,173,0
Dehradun,Hathibarkala Salwala,77.56519527499998,28.857504925,"Chinese, Thai, Tibetan",750,Indian Rupees(Rs.),0,0.0,3.0,4.2,244,0
Dehradun,Jakhan,77.56519527499998,28.857504925,North Indian,1300,Indian Rupees(Rs.),0,0.0,3.5,4.9,50,0
Dehradun,Jakhan,77.56519527499998,28.857504925,"Chinese, North Indian, Fast Food",0,Indian Rupees(Rs.),0,0.0,1.0,4.3,63,0
Dehradun,Jakhan,77.56519527499998,28.857504925,"Mughlai, North Indian",1250,Indian Rupees(Rs.),0,0.0,3.5,4.0,98,0
Dehradun,Karanpur,77.56519527499998,28.857504925,"North Indian, Chinese",550,Indian Rupees(Rs.),0,0.0,3.0,3.8,230,0
Dehradun,Karanpur,77.56519527499998,28.857504925,Cafe,500,Indian Rupees(Rs.),0,0.0,3.0,4.0,94,0
Dehradun,Krishna Nagar,76.81895847500002,28.271777325000002,Bakery,350,Indian Rupees(Rs.),0,0.0,2.0,4.1,64,0
Dehradun,Malsi,76.81895847500002,28.271777325000002,"Cafe, Chinese",700,Indian Rupees(Rs.),0,0.0,3.0,3.9,131,0
Dehradun,"Pacific Mall, Jakhan",77.56519527499998,28.857504925,"Burger, Desserts",600,Indian Rupees(Rs.),0,0.0,3.0,3.9,101,0
Dehradun,Paltan Bazaar,77.56519527499998,28.857504925,"North Indian, Mughlai",600,Indian Rupees(Rs.),0,0.0,3.0,3.9,121,0
Dehradun,Race Course,76.81895847500002,28.271777325000002,Cafe,400,Indian Rupees(Rs.),0,0.0,2.0,3.9,39,0
Dehradun,Rajpur,77.56519527499998,28.857504925,"North Indian, Mediterranean, Asian, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.5,4.4,66,0
Dehradun,Rajpur,77.56519527499998,28.857504925,"North Indian, Chinese",1200,Indian Rupees(Rs.),0,0.0,3.5,4.0,175,0
Dehradun,Rajpur,76.81895847500002,28.271777325000002,"Cafe, Chinese, Fast Food",500,Indian Rupees(Rs.),0,0.0,3.0,4.1,104,0
Dehradun,Rajpur,77.56519527499998,28.857504925,"Cafe, Mexican",500,Indian Rupees(Rs.),0,0.0,3.0,4.2,68,0
Dehradun,Rajpur,76.81895847500002,28.271777325000002,Cafe,600,Indian Rupees(Rs.),0,0.0,3.0,4.2,89,0
Faridabad,Badarpur Border,77.3066401,28.4900591,"Chinese, Fast Food, Bakery",250,Indian Rupees(Rs.),0,0.0,1.0,2.9,4,0
Faridabad,Badarpur Border,77.304776,28.4901567,"North Indian, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,2.8,16,0
Faridabad,Badarpur Border,77.305563,28.4901368,North Indian,150,Indian Rupees(Rs.),0,0.0,1.0,2.8,8,0
Faridabad,Badarpur Border,77.3061016,28.4900979,North Indian,150,Indian Rupees(Rs.),0,0.0,1.0,2.9,8,0
Faridabad,Badarpur Border,77.3057446,28.490062,Bakery,100,Indian Rupees(Rs.),0,0.0,1.0,2.8,7,0
Faridabad,Badarpur Border,77.3053835,28.4901198,"Chinese, North Indian, Fast Food",300,Indian Rupees(Rs.),0,0.0,1.0,3.0,4,0
Faridabad,Badarpur Border,77.30274167,28.49629167,Mithai,100,Indian Rupees(Rs.),0,0.0,1.0,0.0,1,0
Faridabad,Badarpur Border,77.303542,28.4959154,North Indian,100,Indian Rupees(Rs.),0,0.0,1.0,0.0,3,0
Faridabad,Badarpur Border,76.81895847500002,28.271777325000002,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),0,0.0,1.0,0.0,3,0
Faridabad,Badkal Lake,77.3000877,28.4262842,Cafe,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Charmwood Village,77.2905651,28.4946638,"Fast Food, North Indian",300,Indian Rupees(Rs.),0,0.0,1.0,2.9,4,0
Faridabad,Charmwood Village,77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),0,0.0,1.0,3.0,7,0
Faridabad,Charmwood Village,77.2918292,28.4922473,"Fast Food, Chinese",300,Indian Rupees(Rs.),0,0.0,1.0,2.9,11,0
Faridabad,Charmwood Village,77.2918292,28.4990636,North Indian,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,1,0
Faridabad,Charmwood Village,76.81895847500002,28.271777325000002,"North Indian, Chinese",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Charmwood Village,77.292431,28.4923251,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4698631,"North Indian, Mughlai",600,Indian Rupees(Rs.),0,1.0,2.0,2.8,49,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4695043,"Fast Food, Burger",500,Indian Rupees(Rs.),0,0.0,2.0,3.4,58,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.4701322,"North Indian, South Indian, Gujarati, Rajasthani",700,Indian Rupees(Rs.),0,0.0,2.0,3.4,233,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3072684,28.4700256,"Chinese, Thai",1100,Indian Rupees(Rs.),0,1.0,3.0,3.8,244,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),0,1.0,2.0,3.6,98,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,"Cafe, Desserts",900,Indian Rupees(Rs.),0,1.0,2.0,3.6,59,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074479,28.469594,Desserts,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Fast Food,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,1,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074928,28.4700019,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,2,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.30706006,28.46980656,"American, Fast Food, Burger",500,Indian Rupees(Rs.),0,1.0,2.0,2.1,57,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3073785,28.4698629,North Indian,1300,Indian Rupees(Rs.),0,0.0,3.0,4.0,244,0
Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",77.3074031,28.4693655,Chinese,1300,Indian Rupees(Rs.),0,1.0,3.0,4.1,239,0
Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3130127,28.3980691,"Ice Cream, Desserts",400,Indian Rupees(Rs.),0,0.0,1.0,3.2,16,0
Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3130127,28.3979794,Fast Food,200,Indian Rupees(Rs.),0,1.0,1.0,2.7,16,0
Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3128332,28.397424,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),0,1.0,2.0,3.4,48,0
Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3131025,28.3978083,"North Indian, Mughlai",1000,Indian Rupees(Rs.),0,0.0,3.0,2.4,25,0
Faridabad,Dayal Bagh,77.294319,28.4937692,South Indian,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,3,0
Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3139102,28.3868454,"Desserts, Ice Cream",250,Indian Rupees(Rs.),0,0.0,1.0,2.8,12,0
Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad",77.3140449,28.3869029,Fast Food,200,Indian Rupees(Rs.),0,0.0,1.0,0.0,2,0
Faridabad,"Hotel Saffron Kiran, Faridabad",77.3056977,28.4719854,"North Indian, Chinese",1200,Indian Rupees(Rs.),0,0.0,3.0,0.0,0,0
Faridabad,"Hotel Saffron Kiran, Faridabad",77.3066401,28.4722089,Cafe,1300,Indian Rupees(Rs.),0,0.0,3.0,0.0,0,0
Faridabad,"Hotel Saffron Kiran, Faridabad",77.3062507,28.4723428,"North Indian, Mughlai, Chinese",1300,Indian Rupees(Rs.),0,0.0,3.0,0.0,0,0
Faridabad,Indraprastha Colony,77.3153578,28.4534629,Mithai,100,Indian Rupees(Rs.),0,0.0,1.0,0.0,2,0
Faridabad,K Hotel,77.316429,28.446715,"North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),0,0.0,3.0,0.0,3,0
Faridabad,NIT,77.2900667,28.3954463,North Indian,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,NIT,77.2874809,28.3939512,"North Indian, Mughlai",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Faridabad,NIT,77.2875524,28.3940171,Mughlai,500,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Faridabad,NIT,77.2922781,28.3982684,"North Indian, Chinese",400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,"Park Plaza, Sector 21, Faridabad",77.2969459,28.4292178,Bakery,1000,Indian Rupees(Rs.),0,0.0,3.0,3.0,15,0
Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144487,28.383665,Cafe,500,Indian Rupees(Rs.),0,0.0,2.0,3.2,19,0
Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3144877,28.3837046,"Cafe, Chinese, Fast Food",500,Indian Rupees(Rs.),0,0.0,2.0,2.8,8,0
Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",77.3145373,28.3836738,"Fast Food, Beverages",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 10,77.3291609,28.3754863,"North Indian, Chinese",450,Indian Rupees(Rs.),0,0.0,1.0,2.8,20,0
Faridabad,Sector 10,77.3266079,28.3689797,"Fast Food, Chinese, Italian",500,Indian Rupees(Rs.),0,0.0,2.0,3.1,11,0
Faridabad,Sector 10,77.3270132,28.3692291,Bakery,150,Indian Rupees(Rs.),0,0.0,1.0,3.0,11,0
Faridabad,Sector 10,77.329628,28.3702087,North Indian,450,Indian Rupees(Rs.),0,1.0,1.0,3.1,7,0
Faridabad,Sector 10,77.3288978,28.3777541,"North Indian, Chinese",700,Indian Rupees(Rs.),0,0.0,2.0,2.9,13,0
Faridabad,Sector 10,77.3270132,28.3692291,"Ice Cream, Desserts",400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 10,76.81895847500002,28.271777325000002,North Indian,700,Indian Rupees(Rs.),0,0.0,2.0,0.0,3,0
Faridabad,Sector 10,77.3295018,28.3730138,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Faridabad,Sector 11,77.319026,28.3725172,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),0,1.0,2.0,3.3,25,0
Faridabad,Sector 11,77.3185858,28.371835,Chinese,300,Indian Rupees(Rs.),0,0.0,1.0,3.0,22,0
Faridabad,Sector 11,77.3184832,28.3719511,"North Indian, Chinese",450,Indian Rupees(Rs.),0,0.0,1.0,2.6,26,0
Faridabad,Sector 11,77.32157,28.3692881,"North Indian, Mughlai",700,Indian Rupees(Rs.),0,1.0,2.0,2.9,16,0
Faridabad,Sector 12,77.31429167,28.38339444,Bakery,200,Indian Rupees(Rs.),0,0.0,1.0,2.9,7,0
Faridabad,Sector 12,77.3244365,28.384502,"North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),0,1.0,3.0,3.1,28,0
Faridabad,Sector 12,77.3144456,28.3811924,"North Indian, Chinese",550,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Faridabad,Sector 12,76.81895847500002,28.271777325000002,"North Indian, Chinese",400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 12,77.32425,28.38471389,Fast Food,100,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 15,77.3229299,28.395009,"North Indian, Chinese",600,Indian Rupees(Rs.),0,1.0,2.0,3.2,31,0
Faridabad,Sector 15,77.3222568,28.3949008,"North Indian, South Indian, Chinese, Fast Food, Mithai",400,Indian Rupees(Rs.),0,0.0,1.0,3.4,70,0
Faridabad,Sector 15,77.3236112,28.3952671,Cafe,450,Indian Rupees(Rs.),0,0.0,1.0,3.3,67,0
Faridabad,Sector 15,77.3217184,28.3950296,Pizza,600,Indian Rupees(Rs.),0,0.0,2.0,2.7,35,0
Faridabad,Sector 15,77.3241683,28.3950992,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),0,1.0,2.0,3.4,22,0
Faridabad,Sector 15,77.3235114,28.3951274,Bakery,200,Indian Rupees(Rs.),0,0.0,1.0,3.3,17,0
Faridabad,Sector 15,77.3239437,28.3952906,"North Indian, South Indian, Fast Food, Street Food, Mithai",600,Indian Rupees(Rs.),0,1.0,2.0,2.6,39,0
Faridabad,Sector 15,77.3217312,28.3946937,"Fast Food, Beverages",500,Indian Rupees(Rs.),0,0.0,2.0,3.3,35,0
Faridabad,Sector 15,76.81895847500002,28.271777325000002,Bakery,500,Indian Rupees(Rs.),0,0.0,2.0,3.4,35,0
Faridabad,Sector 15,77.3224363,28.3951869,"Chinese, Fast Food",400,Indian Rupees(Rs.),0,0.0,1.0,2.7,32,0
Faridabad,Sector 15,77.292179,28.452631,"Fast Food, Desserts, Ice Cream, Beverages",950,Indian Rupees(Rs.),0,0.0,2.0,2.6,14,0
Faridabad,Sector 15,77.323244,28.3950834,"Cafe, North Indian, Chinese, Continental",600,Indian Rupees(Rs.),0,0.0,2.0,2.7,17,0
Faridabad,Sector 15,77.3234608,28.3950913,"Fast Food, North Indian",300,Indian Rupees(Rs.),0,0.0,1.0,3.4,35,0
Faridabad,Sector 15,77.3236479,28.3950766,Italian,1000,Indian Rupees(Rs.),0,0.0,3.0,4.5,244,0
Faridabad,Sector 15,77.3234235,28.3952798,"Bakery, Fast Food",400,Indian Rupees(Rs.),0,1.0,1.0,3.6,62,0
Faridabad,Sector 15,77.3220773,28.3949736,"Burger, Fast Food",300,Indian Rupees(Rs.),0,1.0,1.0,3.5,24,0
Faridabad,Sector 15,77.3235233,28.395196,"Cafe, American, Mexican, Italian, Thai",900,Indian Rupees(Rs.),0,0.0,2.0,3.8,134,0
Faridabad,Sector 15,77.317231,28.393261,Bakery,400,Indian Rupees(Rs.),0,0.0,1.0,3.5,26,0
Faridabad,Sector 15,77.3240517,28.3953389,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,3.6,93,0
Faridabad,Sector 15,77.3244107,28.3951035,"Raw Meats, North Indian, Chinese, Fast Food",650,Indian Rupees(Rs.),0,0.0,2.0,3.7,244,0
Faridabad,Sector 15,77.3216428,28.3951385,"Ice Cream, Desserts",400,Indian Rupees(Rs.),0,0.0,1.0,3.6,70,0
Faridabad,Sector 15,77.3244107,28.3951932,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),0,0.0,1.0,3.5,31,0
Faridabad,Sector 15,77.32343964,28.39483205,Fast Food,250,Indian Rupees(Rs.),0,0.0,1.0,3.6,25,0
Faridabad,Sector 15,77.32328642,28.39527358,"Juices, Beverages",150,Indian Rupees(Rs.),0,0.0,1.0,3.5,18,0
Faridabad,Sector 15,77.3218081,28.3947688,Beverages,400,Indian Rupees(Rs.),0,0.0,1.0,3.6,27,0
Faridabad,Sector 15,77.3244107,28.395283,"North Indian, Mughlai, Chinese",750,Indian Rupees(Rs.),0,1.0,2.0,3.8,27,0
Faridabad,Sector 15,77.29659833,28.43002333,"Bakery, Fast Food",400,Indian Rupees(Rs.),0,0.0,1.0,3.5,39,0
Faridabad,Sector 15,77.3231543,28.3952545,"Bakery, Fast Food",400,Indian Rupees(Rs.),0,0.0,1.0,3.6,126,0
Faridabad,Sector 15,77.3244651,28.3950376,"Fast Food, Bakery",150,Indian Rupees(Rs.),0,0.0,1.0,3.8,75,0
Faridabad,Sector 15,77.3219427,28.3948264,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,0.0,2.0,3.5,143,0
Faridabad,Sector 15,77.32380275,28.39572041,"Cafe, Italian, Mexican, Continental",650,Indian Rupees(Rs.),0,1.0,2.0,4.1,153,0
Faridabad,Sector 16,77.3203273,28.4104693,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,2.9,43,0
Faridabad,Sector 16,77.3201927,28.4107707,Ice Cream,300,Indian Rupees(Rs.),0,1.0,1.0,2.9,4,0
Faridabad,Sector 16,77.3192063,28.4106963,"Chinese, Fast Food",400,Indian Rupees(Rs.),0,0.0,1.0,2.5,25,0
Faridabad,Sector 16,77.3185323,28.4106593,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,3.1,26,0
Faridabad,Sector 16,77.3190765,28.4108198,"North Indian, Chinese, Continental",500,Indian Rupees(Rs.),0,0.0,2.0,3.0,4,0
Faridabad,Sector 16,77.318667,28.4106772,North Indian,250,Indian Rupees(Rs.),0,0.0,1.0,3.4,22,0
Faridabad,Sector 16,77.3199015,28.4095652,"North Indian, Chinese, Continental",800,Indian Rupees(Rs.),0,0.0,2.0,3.3,14,0
Faridabad,Sector 16,76.81895847500002,28.271777325000002,North Indian,300,Indian Rupees(Rs.),0,0.0,1.0,3.1,8,0
Faridabad,Sector 16,77.3185772,28.4108878,"Cafe, Chinese",400,Indian Rupees(Rs.),0,0.0,1.0,3.1,8,0
Faridabad,Sector 16,77.3190262,28.4105451,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3187017,28.4106649,"Chinese, North Indian",300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3200132,28.4118307,Chinese,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3202824,28.4120355,Chinese,300,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3203273,28.4104693,North Indian,250,Indian Rupees(Rs.),0,0.0,1.0,0.0,2,0
Faridabad,Sector 16,77.3196991,28.4104999,Chinese,250,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3185772,28.4107084,"North Indian, Chinese",400,Indian Rupees(Rs.),0,0.0,1.0,0.0,0,0
Faridabad,Sector 16,77.3189708,28.4120254,Fast Food,500,Indian Rupees(Rs.),0,0.0,2.0,0.0,0,0
Faridabad,Sector 17,77.3266023,28.4101024,"Chinese, North Indian",400,Indian Rupees(Rs.),0,0.0,1.0,2.8,20,0
Faridabad,Sector 17,77.329167,28.4101795,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),0,0.0,2.0,2.7,39,0
Faridabad,Sector 17,77.3288978,28.4106029,"North Indian, Chinese",600,Indian Rupees(Rs.),0,1.0,2.0,2.7,56,0
Faridabad,Sector 17,77.3275764,28.4103725,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),0,0.0,2.0,2.7,43,0
Faridabad,Sector 17,77.326744,28.4099515,Chinese,300,Indian Rupees(Rs.),0,0.0,1.0,2.8,9,0
Faridabad,Sector 17,77.3278324,28.4101647,North Indian,400,Indian Rupees(Rs.),0,0.0,1.0,2.7,20,0
Faridabad,Sector 17,77.3279106,28.4103306,Mithai,100,Indian Rupees(Rs.),0,0.0,1.0,3.2,41,0
Faridabad,Sector 17,77.3279106,28.4105998,Cafe,500,Indian Rupees(Rs.),0,0.0,2.0,3.4,18,0
Faridabad,Sector 17,77.32609671,28.4101156,"Chinese, North Indian",700,Indian Rupees(Rs.),0,1.0,2.0,3.3,76,0
Faridabad,Sector 17,77.326227,28.409801,Cafe,700,Indian Rupees(Rs.),0,1.0,2.0,0.0,1,0
